PV_OBS 1 6
     1	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.009590000000e+00	  6.318702400000e-02	  0.000000000000e+00	   0.000000000000e+00
     2	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  9.961390000000e-01	  5.872495200000e-03	  0.000000000000e+00	   0.000000000000e+00
     3	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.047030000000e+00	  4.942074460000e-02	  0.000000000000e+00	   0.000000000000e+00
     4	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.024670000000e+00	  4.530706350000e-02	  0.000000000000e+00	   0.000000000000e+00
     5	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  1.220000000000e+00	  3.890000000000e-01	  0.000000000000e+00	   0.000000000000e+00
     6	INC   	  1.000000000000e+00	  1.000000000000e+00	  1.000000000000e+00		  8.730000000000e-01	  1.620000000000e-01	  0.000000000000e+00	   0.000000000000e+00
